Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate
09/11/2012 00:00,11.07,10361000,114696270,211960.5342,3441,0.087468621,0,202,12.8,23.81776485
10/11/2012 00:00,10.95899,10369000,113633767.3,168005.5734,3453,0.080664388,0,277,9.883333333,26.28167156
11/11/2012 00:00,10.939,10375600,113498688.4,187117.6,3463,0.077175538,0,264,15.83333333,21.68237904
12/11/2012 00:00,11.18,10382650,116078027,521129.284,3474,0.080127184,0,243,11.19166667,23.61218753
13/11/2012 00:00,11.129,10389450,115624189.1,243957.678,3485,0.083772404,0,208,11.71666667,22.77487591
14/11/2012 00:00,11.05,10396650,114882982.5,300283.2783,3498,0.09032691,0,285,11.86666667,24.11457449
15/11/2012 00:00,11.114,10403450,115623943.3,415564.5888,3514,0.121026787,0,236,14.1,22.77487591
16/11/2012 00:00,11.8,10410500,122843900,813495.1968,3531,0.12188856,0,267,12.98333333,23.61218753
17/11/2012 00:00,11.8,10417550,122927090,266107.0452,3548,0.123282525,0,224,14.01666667,23.61218753
18/11/2012 00:00,11.832,10425500,123354516,221950.368,3563,0.09477861,0,217,9.916666667,26.62650934
19/11/2012 00:00,11.79998,10431650,123093261.4,401011.1919,3578,0.125830057,0,180,14.56666667,20.59786571
20/11/2012 00:00,11.84,10439600,123604864,370599.392,3595,0.107200119,0,246,11.31666667,26.62650934
21/11/2012 00:00,11.784,10447300,123110983.2,291130.3318,3614,0.125993084,0,218,11.71666667,25.78919772
22/11/2012 00:00,12.28,10454650,128383102,876109.5318,3629,0.105204156,0,194,11.68333333,24.61696146
23/11/2012 00:00,12.43,10461900,130041417,287344.085,3644,0.107090393,0,216,15.6,24.28203682
24/11/2012 00:00,12.4108,10470000,129941076,275058.1064,3657,0.084666759,0,236,13.35,27.12889631
25/11/2012 00:00,12.6,10477050,132010830,338694.4484,3672,0.11214995,0,219,13.21666667,23.61218753
26/11/2012 00:00,12.6515,10485000,132650977.5,522540.8786,3688,0.106061421,0,235,10.41666667,27.18090557
27/11/2012 00:00,12.52999,10492600,131472173.1,513241.2642,3702,0.092335309,0,136,9.9,25.98426193
28/11/2012 00:00,12.40712,10500525,130281273.7,457957.0625,3718,0.098805586,0,149,11.35,28.89039649
29/11/2012 00:00,12.599,10504650,132348085.4,411597.4107,3736,0.111796436,0,252,11.21666667,28.20660012
30/11/2012 00:00,12.65,10507875,132924618.8,374226.5169,3748,0.100485434,0,276,14.08333333,22.05243282
01/12/2012 00:00,12.68778,10511875,133372357.4,236366.6718,3764,0.104615325,0,260,11.58333333,27.35185466
02/12/2012 00:00,12.68,10515650,133338442,219481.9452,3773,0.065141331,0,265,8.933333333,25.81331284
03/12/2012 00:00,12.67901,10519400,133375577.8,444199.2084,3783,0.07144214,0,235,9.733333333,25.64236375
04/12/2012 00:00,12.96675,10522175,136438412.7,937013.7392,3795,0.116665766,0,252,17.1,18.97534917
05/12/2012 00:00,13.5,10525175,142089862.5,475714.75,3811,0.135177725,0,270,16.58333333,20.513891
06/12/2012 00:00,13.6888,10528750,144125953,718983.9167,3829,0.127313972,0,250,11.6,24.4457201
07/12/2012 00:00,13.68,10531850,144075708,561787.1172,3843,0.119741952,0,273,12.6,21.19768736
08/12/2012 00:00,13.55,10535225,142752298.8,201926.2278,3857,0.105205644,0,296,10.88333333,23.07812737
09/12/2012 00:00,13.53,10538475,142585566.8,413504.6784,3871,0.113780538,0,398,13.08333333,22.22338191
10/12/2012 00:00,13.55,10542025,142844438.8,462739.3648,3889,0.128728528,0,284,12.85,24.27477101
11/12/2012 00:00,13.63999,10545650,143842560.5,434650.7682,3905,0.115807421,0,295,12.53333333,24.29223366
12/12/2012 00:00,13.63999,10548875,143886549.5,594253.5047,3921,0.12723224,0,324,13.01666667,21.61171133
13/12/2012 00:00,13.79989,10552275,145620234.3,423277.0482,3939,0.13806564,0,369,11.41666667,22.78443985
14/12/2012 00:00,13.90119,10554875,146725322.8,1057253.084,3957,0.17821425,0,342,19.38333333,17.42339518
15/12/2012 00:00,13.7722,10557825,145404477.5,236993.6359,3972,0.128304983,0,334,13.55,19.76885222
16/12/2012 00:00,13.66548,10560700,144317034.6,617988.9885,3987,0.134223287,0,336,12.3,19.26625428
17/12/2012 00:00,13.498,10563850,142590847.3,962820.2198,4004,0.140739897,0,361,14.31666667,21.10911339
18/12/2012 00:00,13.399,10567000,141587233,390244.8,4025,0.168283325,0,284,13.61666667,21.10911339
19/12/2012 00:00,13.399,10570575,141635134.4,640211.1456,4046,0.150771552,0,292,9.983333333,23.95716837
20/12/2012 00:00,13.72,10573275,145065333,552827.549,4061,0.142986657,0,224,14.51666667,18.09352576
21/12/2012 00:00,13.6475,10576300,144340054.3,417826.671,4079,0.15583962,0,248,11.89166667,20.27145016
22/12/2012 00:00,13.58998,10579900,143780629.4,248140.624,4100,0.150349069,0,267,11.5,24.12470102
23/12/2012 00:00,13.48547,10583350,142721448.9,341467.2715,4117,0.123511029,0,269,10.28333333,23.11950514
24/12/2012 00:00,13.45,10586525,142388761.3,260962.2826,4134,0.139969598,0,292,11.43333333,21.27664603
25/12/2012 00:00,13.45,10589600,142430120,207882.7116,4146,0.103873496,0,273,10.71666667,20.60651545
26/12/2012 00:00,13.3989,10593200,141937227.5,252781.662,4163,0.121897958,0,203,11.46666667,24.12470102
27/12/2012 00:00,13.47,10597225,142744620.8,327090.1824,4182,0.123995882,0,174,10.05,23.84708488
28/12/2012 00:00,13.6499,10601625,144711121.1,414037.2762,4203,0.124636875,0,249,9.5,26.06886297
29/12/2012 00:00,13.67,10604975,144970008.3,374582.5155,4221,0.134551694,0,258,12.9,19.84788431
30/12/2012 00:00,13.56998,10608975,143963578.6,185823.711,4240,0.119330319,0,354,9.183333333,23.69896634
31/12/2012 00:00,13.59,10613175,144233048.3,240534.2016,4255,0.093852935,0,261,8.283333333,24.88391466
01/01/2013 00:00,13.561,10617275,143980866.3,423976.4738,4267,0.078371994,0,243,10.08333333,24.2914405
02/01/2013 00:00,13.4,10621175,142323745,269953.125,4284,0.110256173,0,244,9.3,23.10649218
03/01/2013 00:00,13.464,10625175,143057356.2,301483.8144,4301,0.108698919,0,245,9.333333333,23.69896634
04/01/2013 00:00,13.48986,10628700,143379675,457212.9306,4323,0.157862461,0,323,10.68333333,20.88471409
05/01/2013 00:00,13.548,10632425,144048093.9,363531.7902,4339,0.110870356,0,352,8.7,22.0696624
06/01/2013 00:00,13.52999,10635975,143904635.4,190924.327,4353,0.104973641,0,451,11.08333333,21.03283263
07/01/2013 00:00,13.535,10640150,144014430.3,435842.9376,4371,0.110019832,0,393,8.466666667,24.73579612
08/01/2013 00:00,13.83,10643750,147203062.5,712505.7366,4387,0.117021132,0,383,9.666666667,23.26118199
09/01/2013 00:00,13.87998,10647100,147781535.1,481692.0961,4407,0.153876425,0,284,11.41666667,21.64582213
10/01/2013 00:00,14.32,10650750,152518740,841973.3432,4430,0.159160014,0,359,8.966666667,23.58425396
11/01/2013 00:00,14.29999,10653775,152348876,625634.061,4453,0.192758264,0,424,11.95,19.54585431
12/01/2013 00:00,14.34999,10656750,152924255.9,425231.6965,4473,0.170703571,0,390,11.28333333,19.22278234
13/01/2013 00:00,14.3148,10659800,152592905,580420.3602,4492,0.159675738,0,407,12.26666667,19.70739029
14/01/2013 00:00,14.3,10663650,152490195,400256.3367,4512,0.13208026,0,400,11.31666667,24.87654185
15/01/2013 00:00,14.47899,10666825,154444852.5,831204.3663,4531,0.155309157,0,315,12.55,20.51507022
16/01/2013 00:00,14.689,10669900,156730161.1,778992.8328,4553,0.18548448,0,283,11.50833333,19.86892628
17/01/2013 00:00,15.39,10672975,164257085.3,1117514.286,4574,0.175707439,0,314,11.16666667,19.86892628
18/01/2013 00:00,15.985,10676100,170657458.5,1029162.048,4598,0.192362024,0,360,13.2,20.19199825
19/01/2013 00:00,15.84304,10679625,169197726.1,578406.285,4622,0.175502589,0,314,9.616666667,22.77657403
20/01/2013 00:00,15.89,10682925,169751678.3,474366.1575,4640,0.139318205,0,331,8.983333333,21.32275015
21/01/2013 00:00,16.98,10686575,181458043.5,1227581.054,4658,0.127365199,0,356,9.433333333,23.58425396
22/01/2013 00:00,17.59,10689775,188033142.3,1170901.622,4676,0.142759789,0,351,11.48333333,20.67660621
23/01/2013 00:00,17.5889,10693125,188080306.3,998108.432,4699,0.174310104,0,353,10.08333333,21.64582213
24/01/2013 00:00,19.18999,10696825,205271964.8,3489818.136,4722,0.158340561,0,330,10.03333333,23.90732593
25/01/2013 00:00,18.8348,10700300,201538010.4,1488829.447,4743,0.154846446,0,315,11.55,20.51342849
26/01/2013 00:00,17.61926,10704050,188597440,669916.2714,4767,0.161965347,0,242,9.466666667,22.13679333
27/01/2013 00:00,17.99999,10707850,192741192.9,527616.7337,4790,0.15711523,0,370,8.433333333,22.43195058
28/01/2013 00:00,18.45,10711550,197628097.5,1207193.956,4814,0.163484264,0,365,8.75,21.84163609
29/01/2013 00:00,19.8,10715600,212168880,1887662.594,4840,0.16213363,0,340,9.5,23.9077368
30/01/2013 00:00,19.7,10719225,211168732.5,987231.4995,4861,0.145844917,0,326,9.266666667,21.39890022
31/01/2013 00:00,21.43,10723975,229814784.3,2259602.834,4882,0.115647942,0,310,6.516666667,28.03993822
01/02/2013 00:00,21.3,10727800,228502140,1164197.394,4907,0.166099046,0,290,9.766666667,22.5795292
02/02/2013 00:00,21.1,10731825,226441507.5,1722750.228,4933,0.162435901,0,393,8.633333333,23.76015818
03/02/2013 00:00,20.68,10735950,222019446,801972.5148,4958,0.156754461,0,433,9.1,24.35047267
04/02/2013 00:00,21.05,10740350,226084367.5,1198782.575,4983,0.147602426,0,373,8.816666667,25.97383751
05/02/2013 00:00,20.79,10744650,223381273.5,695043.9712,5006,0.137778279,0,349,9.266666667,28.00576717
06/02/2013 00:00,21.3339,10748500,229307424.2,1255853.614,5026,0.130097143,0,370,9.5,25.07493108
07/02/2013 00:00,22.15,10752200,238161230,1592660.939,5051,0.174333074,0,411,9.766666667,24.09798571
08/02/2013 00:00,22.15,10756000,238245400,1192051.616,5080,0.192904901,0,365,11.55,24.74928262
09/02/2013 00:00,23.69997,10759400,254997457.2,982727.268,5102,0.166212478,0,328,11.48333333,22.14409498
10/02/2013 00:00,23.61458,10763500,254175531.8,1423219.144,5127,0.155541213,0,326,8.683333333,26.70317335
11/02/2013 00:00,24.1955,10767475,260524441.4,864351.2284,5153,0.168617396,0,270,8.966666667,25.88905221
12/02/2013 00:00,25.76997,10771050,277569635.4,2176732.65,5179,0.187207007,0,270,11.4,23.28386457
13/02/2013 00:00,26.09999,10774975,281226739.8,2488708.339,5205,0.166736395,0,287,9.566666667,25.56340376
14/02/2013 00:00,26.53092,10779075,285978776.5,4124577.626,5229,0.152309335,0,334,7.65,26.70317335
15/02/2013 00:00,26.99898,10783475,291142825.9,1576567.993,5256,0.154962659,0,333,7.966666667,28.65706409
16/02/2013 00:00,27.07009,10788200,292037544.9,664307.0038,5279,0.124168868,0,299,7.7,30.77377905
17/02/2013 00:00,25.6083,10792850,276386540.7,2298825.745,5302,0.12625443,0,365,7.55,30.28530636
18/02/2013 00:00,26.81565,10796875,289525221.1,920305.881,5323,0.134838795,0,366,9.266666667,29.22033639
19/02/2013 00:00,28.78999,10801025,310961401.7,3177223.423,5348,0.153499506,0,352,7.8,30.12780025
20/02/2013 00:00,29.81231,10805350,322132443.9,1255700.197,5375,0.160215006,0,334,8.533333333,31.39824966
21/02/2013 00:00,29.80012,10810275,322147492.2,1191756.77,5402,0.139306843,0,400,7.4,35.7540762
22/02/2013 00:00,30.901,10814300,334172684.3,2324984.674,5428,0.165326199,0,310,10.28333333,29.22033639
23/02/2013 00:00,29.27998,10818350,316761071.6,2323418.914,5455,0.171152006,0,356,8.016666667,29.40182916
24/02/2013 00:00,30.29777,10822450,327896100.9,791910.7875,5480,0.153016348,0,416,8.416666667,29.7648147
25/02/2013 00:00,30.25001,10827325,327526689.5,890787.5352,5509,0.153000749,0,404,6.183333333,35.39109065
26/02/2013 00:00,31.179,10831200,337705984.8,1531583.034,5536,0.179643916,0,326,9,28.13137975
27/02/2013 00:00,31.40181,10836275,340278648.7,1177542.257,5564,0.142206527,0,367,6.233333333,36.84303283
28/02/2013 00:00,33.50001,10840550,363158533.4,4512572.826,5592,0.166609942,0,373,8.25,31.03526411
01/03/2013 00:00,34.87799,10844500,378234362.6,1551053.625,5622,0.194086127,0,410,9.183333333,34.30627041
02/03/2013 00:00,34.1808,10848250,370801863.6,1347223.034,5650,0.18938842,0,410,9.4,32.56924406
03/03/2013 00:00,34.10007,10852050,370055664.6,502941.2404,5672,0.150974158,0,443,7.866666667,33.00350064
04/03/2013 00:00,36.35,10856425,394631048.8,2018751.04,5701,0.169243766,0,280,7.016666667,37.9974514
05/03/2013 00:00,40.04,10860175,434841407,3748440.907,5727,0.17958524,0,385,8.616666667,32.56924406
06/03/2013 00:00,47.5,10864225,516050687.5,6397899.59,5758,0.194243272,0,363,8.666666667,35.17478358
07/03/2013 00:00,42.49271,10868025,461811834.6,7293703.931,5788,0.199694033,0,376,9.333333333,33.00350064
08/03/2013 00:00,42.98,10871675,467264591.5,2271675.174,5818,0.206946281,0,364,10.58333333,31.70073088
09/03/2013 00:00,46.01112,10875925,500413490.3,2264404.35,5840,0.131153882,0,318,10.16666667,36.91180993
10/03/2013 00:00,46.5,10880550,505945575,1871652.692,5873,0.179255541,0,353,7.116666667,40.16873434
11/03/2013 00:00,47.7397,10885200,519656182.4,2298164.667,5905,0.173652022,0,246,6.9,40.38586263
12/03/2013 00:00,45.01771,10888150,490159579.1,8779856.157,5926,0.179143492,0,168,12.46666667,25.62113866
13/03/2013 00:00,46.79999,10892000,509745491.1,2668790.253,5952,0.174218156,0,220,8.716666667,33.43775723
14/03/2013 00:00,47.27589,10896625,515147644.9,2055387.096,5980,0.151476254,0,247,7.933333333,44.58090169
15/03/2013 00:00,47.25005,10900875,515066888.8,1111936.739,6008,0.167441294,0,227,8.45,40.96623399
16/03/2013 00:00,47.11,10905275,513747505.3,906857.6236,6030,0.126131267,0,241,7.35,42.41210107
17/03/2013 00:00,47.4419,10910350,517607733.7,836863.2785,6046,0.07950397,0,267,5.9,48.91850294
18/03/2013 00:00,47.65,10914825,520091411.3,3748819.591,6064,0.104150464,0,276,6.55,43.13503461
19/03/2013 00:00,57.76,10919750,630724760,7148213.687,6087,0.121483599,0,229,6.3,47.47263586
20/03/2013 00:00,63.40967,10924425,692714184.2,6532515.977,6107,0.108518027,0,375,6.75,45.06285739
21/03/2013 00:00,73.8,10930000,806634000,7709065.182,6133,0.118024309,0,302,5.35,53.73805988
22/03/2013 00:00,71.5,10935625,781897187.5,5875622.994,6162,0.131756476,0,412,5.85,54.22001557
23/03/2013 00:00,63,10940875,689275125,10504089.38,6191,0.140408995,0,319,6.15,50.60534787
24/03/2013 00:00,70.1,10946300,767335630,3345604.469,6215,0.111477041,0,363,5.2,72.22873859
25/03/2013 00:00,73.88798,10949700,809051214.6,6785646.563,6239,0.181866441,0,360,7.083333333,45.26778087
26/03/2013 00:00,78,10953600,854380800,5189443.592,6263,0.155586192,0,283,7.066666667,51.92480746
27/03/2013 00:00,88.9,10956750,974055075,7075844.042,6287,0.192130857,0,240,9.766666667,41.93926757
28/03/2013 00:00,93.56701,10961225,1025609049,14010359.88,6316,0.167501721,0,344,6.5,59.58038805
29/03/2013 00:00,89.05,10965775,976502263.8,8234446.326,6349,0.182043874,0,366,6.75,60.57894204
30/03/2013 00:00,90.99999,10969925,998263065.3,3806444.844,6377,0.172654663,0,431,7.316666667,55.25332076
31/03/2013 00:00,92.50001,10973850,1015081235,2292098.782,6406,0.186082242,0,389,7.716666667,52.25765879
01/04/2013 00:00,102.51001,10979300,1125488153,10645004.22,6433,0.126229844,0,340,5.766666667,72.56158992
02/04/2013 00:00,108.73,10983675,1194254983,10613102.41,6463,0.174782566,0,363,7.383333333,58.24898273
03/04/2013 00:00,138.79,10988125,1525041869,23873437.44,6495,0.18314923,0,375,6.783333333,59.24753672
04/04/2013 00:00,131.99899,10992125,1450949398,13420075.11,6530,0.220024588,0,365,7.683333333,53.25621278
05/04/2013 00:00,143.8,10995725,1581185255,11616372.83,6557,0.191113632,0,374,7.583333333,54.92547287
06/04/2013 00:00,142.49765,10999925,1567463463,3866342.678,6584,0.164583077,0,412,5.783333333,64.07971834
07/04/2013 00:00,160.0997,11003975,1761733096,11693075.23,6616,0.198919969,0,349,7.383333333,61.79115697
08/04/2013 00:00,184,11008200,2025508800,25152477.61,6647,0.186555645,0,348,6.466666667,64.46114524
09/04/2013 00:00,237.99,11012400,2620841076,27213298.87,6676,0.172773929,0,327,7.75,64.07971834
10/04/2013 00:00,198,11017000,2181366000,46785404.89,6709,0.182286902,0,345,7.35,70.18254866
11/04/2013 00:00,123.40098,11021100,1360014541,28882031.45,6743,0.209966927,0,359,7.366666667,62.55401076
12/04/2013 00:00,76.488,11025425,843312707.4,55774375.05,6773,0.173693006,0,336,6.8,65.98685282
13/04/2013 00:00,109.49999,11029400,1207719190,31251771.87,6797,0.156584541,0,322,7.416666667,60.64687629
14/04/2013 00:00,91,11033475,1004046225,18178710.14,6822,0.15921316,0,462,7.95,62.17258387
15/04/2013 00:00,91,11037475,1004410225,24936401.45,6848,0.167627681,0,331,7.083333333,61.02830318
16/04/2013 00:00,91,11042050,1004826550,43716430.88,6879,0.171350699,0,259,6.85,69.80112177
17/04/2013 00:00,85.59999,11046225,945556749.5,33633391.13,6906,0.163409174,0,288,6.95,74.50115066
18/04/2013 00:00,96.5,11050300,1066353950,20205021.91,6930,0.150081583,0,360,9.25,72.71669197
19/04/2013 00:00,119.62,11053425,1322210699,37320632.28,6958,0.229030776,0,388,8.766666667,55.76433433
20/04/2013 00:00,123.86,11057050,1369526213,11246400.8,6981,0.15883229,0,384,8.066666667,64.68662782
21/04/2013 00:00,125,11061400,1382675000,16257302.85,7003,0.129583402,0,328,7.016666667,77.62395339
22/04/2013 00:00,123.515,11065450,1366749057,9129724.556,7025,0.139890253,0,303,7.316666667,72.27057729
23/04/2013 00:00,136.08099,11069425,1506338313,19094278.09,7051,0.168084585,0,245,7.366666667,70.93223327
24/04/2013 00:00,153.20019,11073800,1696508264,41383168.16,7086,0.20045084,0,276,6.616666667,78.07006806
25/04/2013 00:00,151.12001,11077775,1674073469,32191640.52,7115,0.186744742,0,327,7.483333333,70.93223327
26/04/2013 00:00,135.601,11082075,1502740452,20578994.28,7142,0.159055221,0,357,6.4,76.73172404
27/04/2013 00:00,128.00001,11086050,1419014511,9815661.9,7165,0.148058572,0,397,7.2,70.93223327
28/04/2013 00:00,135.98999,11090225,1508159587,4992243.921,7186,0.126539066,0,379,7.95,74.50115066
29/04/2013 00:00,141.50002,11094750,1569907347,12886063.41,7211,0.140126011,0,313,6.35,80.74675611
30/04/2013 00:00,139.109,11098475,1543897759,11520673.44,7238,0.185538866,0,320,7.766666667,74.63339018
01/05/2013 00:00,124.2998,11102000,1379976380,27231236.22,7261,0.16772995,0,314,8,70.62622829
02/05/2013 00:00,105.00003,11105600,1166088333,30687920,7288,0.189949278,0,336,7.866666667,72.128914
03/05/2013 00:00,93.15,11109275,1034828966,27972774.05,7315,0.183841367,0,290,8.8,73.63159971
04/05/2013 00:00,111.98979,11113125,1244556535,18189055.87,7339,0.156481734,0,399,7.233333333,77.13786636
05/05/2013 00:00,117.89001,11116975,1310580294,11649114.64,7363,0.157517539,0,406,7.8,77.13786636
06/05/2013 00:00,120.94999,11121050,1345090886,21490110.06,7389,0.160475509,0,402,6.533333333,81.64592348
07/05/2013 00:00,106.81,11125450,1188309315,18288870.51,7418,0.16773646,0,389,6.7,88.15756155
08/05/2013 00:00,113.95001,11129525,1268209485,8755455.526,7443,0.153979337,0,345,7.933333333,81.64592348
09/05/2013 00:00,109.56154,11133675,1219822579,4178571.989,7473,0.185624319,0,430,6.783333333,83.14860919
10/05/2013 00:00,117.68,11137850,1310702188,11305377.52,7505,0.196190102,0,451,6.683333333,83.64950443
11/05/2013 00:00,115.4,11142225,1285812765,4114061.086,7538,0.192913994,0,417,6.833333333,87.65666632
12/05/2013 00:00,114.32,11146675,1274287886,3081213.963,7570,0.181253989,0,378,6.816666667,89.15935203
13/05/2013 00:00,117.50298,11151175,1310296293,3968798.329,7599,0.164610789,0,353,6.616666667,100.1018853
14/05/2013 00:00,119,11154850,1327427150,12283271.07,7628,0.201062354,0,305,8.75,81.74987297
15/05/2013 00:00,114.98499,11158525,1283062886,15504137.66,7659,0.212222204,0,362,7.766666667,81.74987297
16/05/2013 00:00,115.09024,11162150,1284654522,6501368.466,7689,0.20904111,0,366,7.883333333,80.6376298
17/05/2013 00:00,124.49,11166175,1390077126,11635707.49,7718,0.180884925,0,325,7.55,89.53557516
18/05/2013 00:00,123.74995,11169850,1382268379,3592511.081,7742,0.16672119,0,340,8.191666667,81.74987297
19/05/2013 00:00,121.05628,11173700,1352646556,3417224.632,7764,0.144291916,0,340,8.733333333,85.64272406
20/05/2013 00:00,122.65001,11177150,1370877559,2925957.29,7786,0.16663237,0,324,8.883333333,76.74477871
21/05/2013 00:00,122.5,11180875,1369657188,2506085.617,7812,0.179611758,0,247,8.566666667,82.86211614
22/05/2013 00:00,122.64,11185025,1371731466,3576167.885,7838,0.157968627,0,304,8.033333333,92.31618308
23/05/2013 00:00,125.67,11189050,1406127914,4350902.206,7864,0.162886938,0,340,7.733333333,89.53557516
24/05/2013 00:00,131.5,11193100,1471892650,8849327.648,7890,0.162237778,0,326,7.966666667,90.09169674
25/05/2013 00:00,132.69,11197400,1485783006,3257942.661,7916,0.1556465,0,338,7.683333333,103.9136922
26/05/2013 00:00,134.04701,11201425,1501517529,4004846.942,7937,0.132647503,0,309,9.466666667,97.26804906
27/05/2013 00:00,132.60997,11205725,1485990856,7607801.691,7962,0.149877023,0,264,7.616666667,103.9136922
28/05/2013 00:00,128.321,11209775,1438449538,4089359.71,7987,0.16039016,0,250,7.616666667,97.87219843
29/05/2013 00:00,129.97994,11213975,1457591798,4158931.131,8013,0.157464893,0,249,7.766666667,101.4970947
30/05/2013 00:00,130.99589,11218200,1469538093,4862725.447,8040,0.16543245,0,286,7.783333333,102.101244
31/05/2013 00:00,127.34072,11222850,1429125799,3082378.196,8067,0.148654839,0,272,7.05,112.3717834
01/06/2013 00:00,129.19945,11227800,1450625585,1443343.692,8092,0.128308126,0,314,6.566666667,119.6215759
02/06/2013 00:00,120.60293,11232900,1354720652,15111857.14,8116,0.12237051,0,337,6.9,123.2464721
03/06/2013 00:00,120.00002,11238125,1348575225,5095106.657,8141,0.122037995,0,285,6.2,126.267219
04/06/2013 00:00,120.56663,11243375,1355575834,4027833.069,8169,0.134134281,0,276,6.45,126.8713683
05/06/2013 00:00,122.4051,11248425,1376864587,2955707.717,8195,0.133270119,0,235,6.066666667,156.7035621
06/06/2013 00:00,120.68998,11252875,1358109259,3469280.915,8221,0.148913949,0,290,8.233333333,138.0853171
07/06/2013 00:00,110.29501,11256900,1241579898,10381120.9,8247,0.161852807,0,232,7.716666667,124.8973935
08/06/2013 00:00,107.8,11261100,1213946580,2949717.438,8269,0.132591577,0,224,6.7,130.327715
09/06/2013 00:00,98.47045,11265275,1109296699,19289688.88,8290,0.130462569,0,279,7.666666667,129.5519548
10/06/2013 00:00,104.96851,11269775,1182971490,8904894.164,8309,0.109047828,0,235,7.05,139.6368375
11/06/2013 00:00,108,11274175,1217610900,2667019.496,8332,0.130823716,0,214,7.266666667,136.5337967
12/06/2013 00:00,108.16201,11279175,1219978239,3196397.666,8353,0.10893709,0,281,6.433333333,155.1520417
13/06/2013 00:00,109,11284000,1229956000,4592100.029,8373,0.104501145,0,322,5.883333333,149.7217202
14/06/2013 00:00,100,11288300,1128830000,5204513.424,8395,0.13088086,0,375,7.766666667,133.4307558
15/06/2013 00:00,101.96998,11292700,1151516393,2947662.715,8414,0.109659568,0,338,7.4,136.5337967
16/06/2013 00:00,100,11297375,1129737500,1339124.842,8432,0.098006914,0,306,6.516666667,145.067159
17/06/2013 00:00,100.52521,11301225,1136058016,2214316.106,8451,0.127332474,0,247,7.8,148.0494004
18/06/2013 00:00,107.38999,11304875,1214030413,8427353.544,8472,0.14711624,0,230,8.9,140.3585225
19/06/2013 00:00,107.835,11308000,1219398180,2898261.579,8493,0.171229704,0,286,12.1,120.1699679
20/06/2013 00:00,111.97,11311650,1266565451,6193938.122,8515,0.155911548,0,308,10.66666667,140.3585225
21/06/2013 00:00,111,11315975,1256073225,6143518.405,8540,0.146934861,0,241,9.433333333,166.3152356
22/06/2013 00:00,109.09,11320275,1234928800,1636878.477,8560,0.116584616,0,281,7.95,165.3538758
23/06/2013 00:00,107.68389,11324675,1219485057,1807671.082,8578,0.104246432,0,287,8.716666667,169.1993148
24/06/2013 00:00,101.96936,11328250,1155134402,4587198.296,8597,0.132941448,0,242,10.08333333,137.4744433
25/06/2013 00:00,103.86665,11331950,1177011684,10765750.29,8617,0.139011669,0,201,7.916666667,142.281242
26/06/2013 00:00,104.40565,11336675,1183612922,1952325.096,8637,0.108752624,0,222,7.25,181.6969915
27/06/2013 00:00,102.79001,11340825,1165723515,2158332.471,8658,0.131536753,0,275,8.616666667,159.5857174
28/06/2013 00:00,96.63498,11345025,1096326264,6882181.447,8680,0.13311531,0,202,7.616666667,161.5084369
29/06/2013 00:00,95.85301,11349050,1087840603,3143678.531,8698,0.116254938,0,203,8.616666667,170.754179
30/06/2013 00:00,96.5,11353150,1095578975,1273106.666,8713,0.093050671,0,205,8.933333333,173.9359339
01/07/2013 00:00,90.998,11356975,1033462011,7629744.577,8728,0.103226987,0,196,7.8,162.2694993
02/07/2013 00:00,89.55,11360900,1017368595,4045224.285,8747,0.123954809,0,154,8.65,166.5118392
03/07/2013 00:00,82.8,11365275,941044770,8559138.675,8762,0.090495474,0,198,7.566666667,185.6023685
04/07/2013 00:00,79.8,11369525,907288095,7688366.207,8777,0.091727488,0,207,7.183333333,180.2994437
05/07/2013 00:00,67.85844,11373950,771818503.6,9963812.397,8793,0.093091373,0,230,7.35,187.7235384
06/07/2013 00:00,69.34602,11378650,789064090.5,4524115.951,8809,0.088889106,0,213,6.833333333,199.389973
07/07/2013 00:00,70.942,11383325,807555842.2,3859606.632,8823,0.075592348,0,303,6.733333333,198.3293881
08/07/2013 00:00,77.64,11387975,884162379,6565534.36,8840,0.092276747,0,266,6.983333333,197.2688031
09/07/2013 00:00,76.32791,11393000,869603878.6,4057731.76,8859,0.096153965,0,209,5.933333333,213.1775775
10/07/2013 00:00,78.58899,11397275,895700331,7786461.281,8877,0.105460117,0,214,7.6,181.3600287
11/07/2013 00:00,87.15,11402075,993690836.3,5140027.994,8896,0.099152589,0,236,7.066666667,249.7082121
12/07/2013 00:00,97.8,11406200,1115526360,14015999.92,8919,0.145192352,0,234,8.583333333,214.5929947
13/07/2013 00:00,95.995,11409975,1095300550,4232479.392,8938,0.129102033,0,239,9.583333333,196.3851043
14/07/2013 00:00,94.75,11414050,1081481238,1843336.193,8954,0.099872755,0,224,7.65,211.9918675
15/07/2013 00:00,98.37516,11418325,1123279549,5024719.802,8971,0.10244169,0,179,7.416666667,222.3963764
16/07/2013 00:00,97.01,11422425,1108089449,2736400.24,8988,0.108564171,0,189,8.416666667,213.2924311
17/07/2013 00:00,97.97,11426650,1119468901,2598642.436,9006,0.106713047,0,206,7.7,219.7952492
18/07/2013 00:00,90.40001,11430950,1033357994,7713499.65,9025,0.111031198,0,273,6.816666667,223.69694
19/07/2013 00:00,93.41082,11435175,1068169074,3460576.961,9041,0.100441207,0,259,7.25,219.7952492
